FIRE,pitch,yaw,tick,steamid,name
False,5.2799683,-74.34414,68150,76561198113666193,ZywOo
False,5.236023,-74.29985,68151,76561198113666193,ZywOo
False,5.1920776,-74.29985,68152,76561198113666193,ZywOo
False,5.1920776,-74.29985,68153,76561198113666193,ZywOo
False,5.1920776,-74.29985,68154,76561198113666193,ZywOo
False,5.1920776,-74.29985,68155,76561198113666193,ZywOo
False,5.1920776,-74.29985,68156,76561198113666193,ZywOo
False,5.1920776,-74.29985,68157,76561198113666193,ZywOo
False,5.1920776,-74.29985,68158,76561198113666193,ZywOo
False,5.1920776,-74.29985,68159,76561198113666193,ZywOo
False,5.236023,-74.255905,68160,76561198113666193,ZywOo
False,5.3239136,-74.255905,68161,76561198113666193,ZywOo
False,5.367859,-74.21196,68162,76561198113666193,ZywOo
False,5.5000305,-74.168015,68163,76561198113666193,ZywOo
False,5.587921,-74.12407,68164,76561198113666193,ZywOo
False,5.764038,-74.080124,68165,76561198113666193,ZywOo
False,5.8519287,-74.035835,68166,76561198113666193,ZywOo
False,5.9841156,-73.947945,68167,76561198113666193,ZywOo
False,6.1159515,-73.904,68168,76561198113666193,ZywOo
False,6.2481384,-73.81611,68169,76561198113666193,ZywOo
False,6.336029,-73.639984,68170,76561198113666193,ZywOo
False,6.512146,-73.419914,68171,76561198113666193,ZywOo
False,6.6879272,-73.1559,68172,76561198113666193,ZywOo
False,6.9079895,-72.76005,68173,76561198113666193,ZywOo
False,7.0841217,-72.3642,68174,76561198113666193,ZywOo
False,7.3481445,-71.74793,68175,76561198113666193,ZywOo
False,7.6560974,-71.000175,68176,76561198113666193,ZywOo
False,7.8761597,-70.29602,68177,76561198113666193,ZywOo
False,8.1401825,-69.416084,68178,76561198113666193,ZywOo
False,8.359909,-68.53615,68179,76561198113666193,ZywOo
False,8.623932,-67.39185,68180,76561198113666193,ZywOo
False,8.887939,-66.336136,68181,76561198113666193,ZywOo
False,9.108002,-65.32402,68182,76561198113666193,ZywOo
