FIRE,pitch,yaw,tick,steamid,name
False,8.778076,42.32312,169103,76561197978835160,flameZ
False,8.778076,42.32312,169104,76561197978835160,flameZ
False,8.778076,42.257202,169105,76561197978835160,flameZ
False,8.843994,42.191284,169106,76561197978835160,flameZ
False,8.909912,41.99318,169107,76561197978835160,flameZ
False,8.97583,41.861343,169108,76561197978835160,flameZ
False,9.042084,41.729156,169109,76561197978835160,flameZ
False,9.108002,41.59732,169110,76561197978835160,flameZ
False,9.17392,41.46515,169111,76561197978835160,flameZ
False,9.17392,41.531067,169112,76561197978835160,flameZ
False,8.97583,41.92726,169113,76561197978835160,flameZ
False,8.712158,42.45529,169114,76561197978835160,flameZ
False,8.514069,43.04924,169115,76561197978835160,flameZ
False,8.381882,44.369324,169116,76561197978835160,flameZ
False,8.381882,46.085236,169117,76561197978835160,flameZ
False,8.381882,48.46103,169118,76561197978835160,flameZ
False,8.448151,51.43112,169119,76561197978835160,flameZ
False,8.448151,54.401215,169120,76561197978835160,flameZ
False,8.514069,58.361084,169121,76561197978835160,flameZ
False,8.514069,61.79329,169122,76561197978835160,flameZ
False,8.645905,64.631195,169123,76561197978835160,flameZ
False,8.712158,67.53537,169124,76561197978835160,flameZ
False,8.712158,69.515305,169125,76561197978835160,flameZ
False,8.712158,71.42932,169126,76561197978835160,flameZ
False,8.645905,72.28729,169127,76561197978835160,flameZ
False,8.645905,72.683136,169128,76561197978835160,flameZ
False,8.843994,72.48538,169129,76561197978835160,flameZ
False,8.843994,72.48538,169130,76561197978835160,flameZ
False,8.843994,72.48538,169131,76561197978835160,flameZ
False,8.843994,72.48538,169132,76561197978835160,flameZ
False,8.843994,72.48538,169133,76561197978835160,flameZ
False,8.843994,72.48538,169134,76561197978835160,flameZ
False,8.843994,72.48538,169135,76561197978835160,flameZ
False,8.843994,72.48538,169136,76561197978835160,flameZ
False,8.843994,72.48538,169137,76561197978835160,flameZ
False,8.843994,72.48538,169138,76561197978835160,flameZ
False,8.843994,72.48538,169139,76561197978835160,flameZ
False,8.843994,72.48538,169140,76561197978835160,flameZ
False,8.843994,72.48538,169141,76561197978835160,flameZ
False,8.843994,72.48538,169142,76561197978835160,flameZ
False,8.843994,72.48538,169143,76561197978835160,flameZ
False,8.778076,72.61722,169144,76561197978835160,flameZ
False,8.909912,74.201324,169145,76561197978835160,flameZ
False,9.108002,76.90738,169146,76561197978835160,flameZ
False,9.17392,80.2074,169147,76561197978835160,flameZ
False,9.239838,83.507416,169148,76561197978835160,flameZ
False,9.239838,87.53323,169149,76561197978835160,flameZ
False,9.306107,91.55939,169150,76561197978835160,flameZ
False,9.372025,95.32117,169151,76561197978835160,flameZ
False,9.306107,98.42343,169152,76561197978835160,flameZ
False,9.239838,100.601135,169153,76561197978835160,flameZ
False,9.108002,102.44922,169154,76561197978835160,flameZ
False,9.042084,103.5712,169155,76561197978835160,flameZ
False,8.97583,104.09924,169156,76561197978835160,flameZ
False,8.97583,104.49542,169157,76561197978835160,flameZ
False,8.97583,104.69318,169158,76561197978835160,flameZ
False,8.97583,104.8913,169159,76561197978835160,flameZ
False,8.909912,105.35339,169160,76561197978835160,flameZ
False,8.909912,106.07916,169161,76561197978835160,flameZ
False,8.909912,107.267426,169162,76561197978835160,flameZ
False,8.843994,108.45532,169163,76561197978835160,flameZ
False,8.843994,110.0394,169164,76561197978835160,flameZ
False,8.778076,111.49133,169165,76561197978835160,flameZ
False,8.645905,113.07541,169166,76561197978835160,flameZ
False,8.448151,114.85724,169167,76561197978835160,flameZ
False,8.184128,116.50726,169168,76561197978835160,flameZ
False,7.8538513,118.35538,169169,76561197978835160,flameZ
False,7.5898438,119.8732,169170,76561197978835160,flameZ
False,7.326172,121.12735,169171,76561197978835160,flameZ
False,7.062149,122.24933,169172,76561197978835160,flameZ
False,6.798126,122.975464,169173,76561197978835160,flameZ
False,6.6000366,123.37131,169174,76561197978835160,flameZ
False,6.467865,123.50348,169175,76561197978835160,flameZ
False,6.401947,123.635315,169176,76561197978835160,flameZ
False,6.401947,123.70123,169177,76561197978835160,flameZ
False,6.336029,123.833435,169178,76561197978835160,flameZ
