FIRE,pitch,yaw,tick,steamid,name
False,1.8371277,5.2566223,38999,76561197991272318,ropz
False,1.8371277,5.2566223,39000,76561197991272318,ropz
False,1.8371277,5.2566223,39001,76561197991272318,ropz
False,1.8199463,5.2566223,39002,76561197991272318,ropz
False,1.8199463,5.239105,39003,76561197991272318,ropz
False,1.8199463,5.239105,39004,76561197991272318,ropz
False,1.8199463,5.239105,39005,76561197991272318,ropz
False,1.8024445,5.221939,39006,76561197991272318,ropz
False,1.8024445,5.2044373,39007,76561197991272318,ropz
False,1.8024445,5.170105,39008,76561197991272318,ropz
False,1.8024445,5.1354218,39009,76561197991272318,ropz
False,1.7852783,5.1354218,39010,76561197991272318,ropz
False,1.7852783,5.1354218,39011,76561197991272318,ropz
False,1.7852783,5.1354218,39012,76561197991272318,ropz
False,1.7852783,5.1354218,39013,76561197991272318,ropz
False,1.7852783,5.1354218,39014,76561197991272318,ropz
False,1.7852783,5.1354218,39015,76561197991272318,ropz
False,1.7852783,5.1354218,39016,76561197991272318,ropz
False,1.7852783,5.1354218,39017,76561197991272318,ropz
False,1.7852783,5.1354218,39018,76561197991272318,ropz
False,1.7681122,5.170105,39019,76561197991272318,ropz
False,1.7506104,5.2566223,39020,76561197991272318,ropz
False,1.7506104,5.3778076,39021,76561197991272318,ropz
False,1.733429,5.5161743,39022,76561197991272318,ropz
False,1.733429,5.5680084,39023,76561197991272318,ropz
False,1.7159271,5.5680084,39024,76561197991272318,ropz
False,1.7159271,5.6026917,39025,76561197991272318,ropz
False,1.7159271,5.6545258,39026,76561197991272318,ropz
False,1.7159271,5.70636,39027,76561197991272318,ropz
False,1.7159271,5.70636,39028,76561197991272318,ropz
False,1.7159271,5.70636,39029,76561197991272318,ropz
False,1.7159271,5.70636,39030,76561197991272318,ropz
False,1.7159271,5.723877,39031,76561197991272318,ropz
False,1.7159271,5.758545,39032,76561197991272318,ropz
False,1.698761,5.7757263,39033,76561197991272318,ropz
False,1.698761,5.7757263,39034,76561197991272318,ropz
False,1.698761,5.758545,39035,76561197991272318,ropz
False,1.698761,5.758545,39036,76561197991272318,ropz
False,1.698761,5.758545,39037,76561197991272318,ropz
False,1.698761,5.758545,39038,76561197991272318,ropz
False,1.698761,5.758545,39039,76561197991272318,ropz
False,1.698761,5.758545,39040,76561197991272318,ropz
False,1.698761,5.758545,39041,76561197991272318,ropz
False,1.6815948,5.758545,39042,76561197991272318,ropz
False,1.664093,5.7757263,39043,76561197991272318,ropz
False,1.6469116,5.8103943,39044,76561197991272318,ropz
