FIRE,pitch,yaw,tick,steamid,name
False,14.084473,-96.19423,57612,76561197973140692,mezii
False,14.084473,-96.19423,57613,76561197973140692,mezii
False,14.084473,-96.19423,57614,76561197973140692,mezii
False,14.084473,-96.19423,57615,76561197973140692,mezii
False,14.084473,-96.19423,57616,76561197973140692,mezii
False,14.036072,-96.242294,57617,76561197973140692,mezii
False,14.036072,-96.43593,57618,76561197973140692,mezii
False,14.036072,-96.72638,57619,76561197973140692,mezii
False,14.084473,-97.11365,57620,76561197973140692,mezii
False,14.132874,-97.549324,57621,76561197973140692,mezii
False,14.278107,-98.03341,57622,76561197973140692,mezii
False,14.374924,-98.420334,57623,76561197973140692,mezii
False,14.520142,-98.75919,57624,76561197973140692,mezii
False,14.665039,-99.049644,57625,76561197973140692,mezii
False,14.858673,-99.43691,57626,76561197973140692,mezii
False,15.052307,-99.87259,57627,76561197973140692,mezii
False,15.245941,-100.25986,57628,76561197973140692,mezii
False,15.391159,-100.5019,57629,76561197973140692,mezii
False,15.536377,-100.64678,57630,76561197973140692,mezii
False,15.584793,-100.69519,57631,76561197973140692,mezii
False,15.68161,-100.69519,57632,76561197973140692,mezii
False,15.730011,-100.69519,57633,76561197973140692,mezii
False,15.778427,-100.7436,57634,76561197973140692,mezii
False,15.826843,-100.7436,57635,76561197973140692,mezii
False,15.826843,-100.7436,57636,76561197973140692,mezii
False,15.875244,-100.7436,57637,76561197973140692,mezii
False,15.875244,-100.7436,57638,76561197973140692,mezii
False,15.923645,-100.69519,57639,76561197973140692,mezii
False,15.972061,-100.59837,57640,76561197973140692,mezii
False,16.068878,-100.45349,57641,76561197973140692,mezii
False,16.11728,-100.11463,57642,76561197973140692,mezii
False,16.214111,-99.388504,57643,76561197973140692,mezii
False,16.35933,-98.22704,57644,76561197973140692,mezii
False,16.504547,-96.67797,57645,76561197973140692,mezii
False,16.697845,-94.693565,57646,76561197973140692,mezii
False,16.89148,-92.51587,57647,76561197973140692,mezii
False,16.988297,-90.483055,57648,76561197973140692,mezii
False,17.133514,-87.91775,57649,76561197973140692,mezii
False,17.230347,-85.01392,57650,76561197973140692,mezii
False,17.278748,-82.448616,57651,76561197973140692,mezii
False,17.278748,-79.0123,57652,76561197973140692,mezii
False,17.230347,-76.10813,57653,76561197973140692,mezii
False,17.036713,-72.623405,57654,76561197973140692,mezii
False,16.746246,-68.55778,57655,76561197973140692,mezii
False,16.407745,-64.58897,57656,76561197973140692,mezii
False,15.923645,-61.007423,57657,76561197973140692,mezii
False,15.633209,-59.216652,57658,76561197973140692,mezii
False,15.633209,-59.216652,57659,76561197973140692,mezii
False,15.633209,-59.216652,57660,76561197973140692,mezii
False,15.633209,-59.216652,57661,76561197973140692,mezii
False,15.633209,-59.216652,57662,76561197973140692,mezii
False,15.633209,-59.216652,57663,76561197973140692,mezii
False,15.633209,-59.216652,57664,76561197973140692,mezii
False,15.633209,-59.216652,57665,76561197973140692,mezii
False,15.633209,-59.216652,57666,76561197973140692,mezii
False,15.633209,-59.216652,57667,76561197973140692,mezii
False,15.633209,-59.216652,57668,76561197973140692,mezii
False,15.633209,-59.216652,57669,76561197973140692,mezii
False,15.633209,-59.216652,57670,76561197973140692,mezii
False,15.633209,-59.216652,57671,76561197973140692,mezii
False,15.633209,-59.216652,57672,76561197973140692,mezii
False,15.633209,-59.216652,57673,76561197973140692,mezii
False,15.584793,-59.216652,57674,76561197973140692,mezii
False,15.536377,-58.97461,57675,76561197973140692,mezii
False,15.487976,-58.538933,57676,76561197973140692,mezii
False,15.439575,-57.909622,57677,76561197973140692,mezii
False,15.342743,-57.08702,57678,76561197973140692,mezii
False,15.245941,-55.973625,57679,76561197973140692,mezii
False,15.149109,-54.763756,57680,76561197973140692,mezii
False,15.052307,-53.215027,57681,76561197973140692,mezii
False,14.955475,-51.32744,57682,76561197973140692,mezii
False,14.858673,-49.39145,57683,76561197973140692,mezii
False,14.71344,-46.68091,57684,76561197973140692,mezii
False,14.520142,-44.40605,57685,76561197973140692,mezii
False,14.278107,-41.986313,57686,76561197973140692,mezii
False,14.084473,-40.049973,57687,76561197973140692,mezii
False,13.842438,-38.065567,57688,76561197973140692,mezii
False,13.600388,-36.08116,57689,76561197973140692,mezii
False,13.406754,-34.58084,57690,76561197973140692,mezii
False,13.2131195,-32.83847,57691,76561197973140692,mezii
False,13.067902,-31.241333,57692,76561197973140692,mezii
False,12.874268,-29.498978,57693,76561197973140692,mezii
False,12.680969,-28.095474,57694,76561197973140692,mezii
False,12.487335,-26.497986,57695,76561197973140692,mezii
False,12.342102,-25.384949,57696,76561197973140692,mezii
False,12.148468,-23.981445,57697,76561197973140692,mezii
False,11.954834,-22.771225,57698,76561197973140692,mezii
False,11.809616,-21.51294,57699,76561197973140692,mezii
False,11.615982,-20.30307,57700,76561197973140692,mezii
False,11.470764,-19.189682,57701,76561197973140692,mezii
False,11.27713,-17.931396,57702,76561197973140692,mezii
False,11.131897,-16.866425,57703,76561197973140692,mezii
False,10.986664,-15.753357,57704,76561197973140692,mezii
False,10.889862,-15.027237,57705,76561197973140692,mezii
False,10.79303,-14.3498535,57706,76561197973140692,mezii
False,10.744629,-13.865784,57707,76561197973140692,mezii
False,10.648163,-13.478516,57708,76561197973140692,mezii
False,10.599747,-13.091248,57709,76561197973140692,mezii
False,10.551331,-12.7039795,57710,76561197973140692,mezii
False,10.50293,-12.268646,57711,76561197973140692,mezii
False,10.454529,-11.881378,57712,76561197973140692,mezii
False,10.357697,-11.300476,57713,76561197973140692,mezii
False,10.309296,-10.767975,57714,76561197973140692,mezii
False,10.212479,-10.187408,57715,76561197973140692,mezii
False,10.115662,-9.6549225,57716,76561197973140692,mezii
False,10.018845,-9.122437,57717,76561197973140692,mezii
False,9.922028,-8.590271,57718,76561197973140692,mezii
False,9.825211,-8.154602,57719,76561197973140692,mezii
False,9.728394,-7.525299,57720,76561197973140692,mezii
False,9.58316,-6.895981,57721,76561197973140692,mezii
False,9.486359,-6.0733795,57722,76561197973140692,mezii
False,9.3411255,-5.2504272,57723,76561197973140692,mezii
False,9.195892,-4.13739,57724,76561197973140692,mezii
False,9.002258,-2.975586,57725,76561197973140692,mezii
False,8.85704,-1.5720825,57726,76561197973140692,mezii
False,8.566925,0.412323,57727,76561197973140692,mezii
False,8.276489,2.2515106,57728,76561197973140692,mezii
False,7.986023,3.945465,57729,76561197973140692,mezii
False,7.695587,5.7846375,57730,76561197973140692,mezii
False,7.35672,7.817459,57731,76561197973140692,mezii
False,7.017853,9.705048,57732,76561197973140692,mezii
False,6.6309357,12.02832,57733,76561197973140692,mezii
False,6.2436676,14.351578,57734,76561197973140692,mezii
False,5.8079834,16.916534,57735,76561197973140692,mezii
False,5.3239136,19.578674,57736,76561197973140692,mezii
False,4.64653,23.014984,57737,76561197973140692,mezii
False,3.9204102,26.161194,57738,76561197973140692,mezii
False,3.0490417,29.93637,57739,76561197973140692,mezii
False,2.4200745,32.79178,57740,76561197973140692,mezii
False,2.0328064,34.630966,57741,76561197973140692,mezii
False,1.9360046,35.405502,57742,76561197973140692,mezii
False,1.9360046,35.55072,57743,76561197973140692,mezii
False,1.9360046,35.55072,57744,76561197973140692,mezii
False,1.9360046,35.55072,57745,76561197973140692,mezii
False,1.9360046,35.55072,57746,76561197973140692,mezii
False,1.9360046,35.55072,57747,76561197973140692,mezii
False,1.9360046,35.55072,57748,76561197973140692,mezii
False,1.9360046,35.55072,57749,76561197973140692,mezii
False,1.9360046,35.55072,57750,76561197973140692,mezii
False,1.9360046,35.55072,57751,76561197973140692,mezii
False,1.9360046,35.55072,57752,76561197973140692,mezii
False,1.9360046,35.55072,57753,76561197973140692,mezii
False,1.9360046,35.55072,57754,76561197973140692,mezii
False,1.9360046,35.55072,57755,76561197973140692,mezii
False,1.8875885,35.55072,57756,76561197973140692,mezii
False,1.8875885,35.55072,57757,76561197973140692,mezii
False,1.9360046,35.55072,57758,76561197973140692,mezii
False,1.9360046,35.55072,57759,76561197973140692,mezii
False,1.9360046,35.55072,57760,76561197973140692,mezii
False,1.9360046,35.55072,57761,76561197973140692,mezii
False,1.9360046,35.55072,57762,76561197973140692,mezii
False,1.9360046,35.55072,57763,76561197973140692,mezii
False,1.9360046,35.55072,57764,76561197973140692,mezii
False,1.9360046,35.55072,57765,76561197973140692,mezii
False,1.9360046,35.55072,57766,76561197973140692,mezii
False,1.9360046,35.55072,57767,76561197973140692,mezii
False,1.9360046,35.55072,57768,76561197973140692,mezii
False,1.9360046,35.55072,57769,76561197973140692,mezii
False,1.8875885,35.55072,57770,76561197973140692,mezii
False,1.8391724,35.55072,57771,76561197973140692,mezii
False,1.8391724,35.50232,57772,76561197973140692,mezii
False,1.8391724,35.45392,57773,76561197973140692,mezii
False,1.8391724,35.357086,57774,76561197973140692,mezii
False,1.8391724,35.21187,57775,76561197973140692,mezii
False,1.8391724,35.06665,57776,76561197973140692,mezii
False,1.7907715,34.873016,57777,76561197973140692,mezii
False,1.7907715,34.58255,57778,76561197973140692,mezii
False,1.7423706,34.292114,57779,76561197973140692,mezii
False,1.7423706,33.90518,57780,76561197973140692,mezii
False,1.6939545,33.566315,57781,76561197973140692,mezii
False,1.6455383,33.227463,57782,76561197973140692,mezii
False,1.5971375,32.79178,57783,76561197973140692,mezii
